post_id,label_id,label
51122648,2,Debug
50166719,2,Debug
53143407,2,Debug
50285410,1,How-to
53305795,1,How-to
52117485,1,How-to
53061396,1,How-to
49008314,2,Debug
53734073,2,Debug
49575996,2,Debug
48799231,1,How-to
53761288,2,Debug
53820230,2,Debug
50924191,2,Debug
53349474,1,How-to
51592741,2,Debug
48964094,3,Conceptual
48581809,2,Debug
51106049,2,Debug
51565185,1,How-to
51262514,2,Debug
50588065,2,Debug
52203117,2,Debug
50426445,3,Conceptual
48859640,1,How-to
50266460,1,How-to
48510881,1,How-to
48968731,1,How-to
48079575,2,Debug
48512061,2,Debug
49181892,2,Debug
48620120,1,How-to
49547189,1,How-to
51929617,1,How-to
51718923,2,Debug
53407160,2,Debug
48046682,3,Conceptual
52599005,2,Debug
49921144,2,Debug
50950744,1,How-to
49430961,2,Debug
50676895,2,Debug
53256992,2,Debug
49457369,2,Debug
49950941,2,Debug
53310654,3,Conceptual
52489238,1,How-to
49748465,2,Debug
53135423,1,How-to
51818927,1,How-to
52425536,3,Conceptual
49692130,1,How-to
48652973,1,How-to
48109904,2,Debug
49591881,1,How-to
48928593,1,How-to
53724358,2,Debug
53980453,2,Debug
52952561,2,Debug
52138135,1,How-to
48363253,2,Debug
53798471,2,Debug
52184430,2,Debug
51804917,2,Debug
53034569,2,Debug
53215176,3,Conceptual
48854260,2,Debug
49506934,2,Debug
52977888,2,Debug
48626353,1,How-to
51169808,1,How-to
48109862,3,Conceptual
49397045,3,Conceptual
50135960,2,Debug
48048313,1,How-to
51987489,1,How-to
48144641,1,How-to
49099740,2,Debug
51046960,3,Conceptual
48158249,2,Debug
53236501,2,Debug
51165304,1,How-to
48172885,3,Conceptual
49005179,3,Conceptual
52640458,3,Conceptual
52015811,1,How-to
51893771,3,Conceptual
50131370,1,How-to
52238850,2,Debug
48171275,1,How-to
51099751,2,Debug
51309500,2,Debug
53005653,1,How-to
48428814,1,How-to
49611999,1,How-to
51566115,2,Debug
52292452,2,Debug
53184320,3,Conceptual
51090853,2,Debug
52530929,1,How-to
52057382,2,Debug
53762704,2,Debug
52405646,3,Conceptual
50473092,3,Conceptual
49368594,3,Conceptual
52294414,1,How-to
51404799,2,Debug
49472861,1,How-to
48332169,1,How-to
48251772,1,How-to
52791834,2,Debug
49630991,1,How-to
53578254,3,Conceptual
53038123,1,How-to
53599585,3,Conceptual
50732342,2,Debug
48751001,2,Debug
49966285,2,Debug
53605752,1,How-to
49474385,2,Debug
52996511,1,How-to
52240004,2,Debug
48486912,1,How-to
52865599,1,How-to
50008485,1,How-to
52537187,2,Debug
51502921,1,How-to
49682072,1,How-to
49271569,2,Debug
48788791,2,Debug
49529769,2,Debug
51218921,2,Debug
48553231,2,Debug
50239897,2,Debug
51028457,3,Conceptual
52087592,1,How-to
51409056,2,Debug
49601156,2,Debug
52674479,3,Conceptual
53545454,2,Debug
51111524,2,Debug
49687210,2,Debug
49739178,2,Debug
51878771,2,Debug
50077071,1,How-to
51355712,2,Debug
48509927,2,Debug
52086491,1,How-to
50397475,3,Conceptual
52502436,1,How-to
52573881,1,How-to
53048978,3,Conceptual
52678856,2,Debug
49284608,2,Debug
50119876,2,Debug
51154723,2,Debug
52039200,1,How-to
51800931,1,How-to
53292604,2,Debug
52448281,2,Debug
53367064,1,How-to
49737806,1,How-to
48904593,1,How-to
52421774,2,Debug
50737348,2,Debug
48070556,2,Debug
53986543,1,How-to
52613586,3,Conceptual
53156733,3,Conceptual
48454906,2,Debug
51512199,3,Conceptual
52299589,1,How-to
52606521,2,Debug
50322778,2,Debug
52516465,3,Conceptual
50198947,1,How-to
50555858,3,Conceptual
49551799,2,Debug
50197405,3,Conceptual
48759495,3,Conceptual
49934841,3,Conceptual
53145254,2,Debug
50653343,1,How-to
48464958,1,How-to
51753885,2,Debug
48365479,1,How-to
50757646,2,Debug
50767910,1,How-to
51817487,2,Debug
50170902,2,Debug
48198815,1,How-to
52122101,1,How-to
53466668,2,Debug
48255423,1,How-to
53942050,1,How-to
49703335,1,How-to
48798781,1,How-to
50009716,3,Conceptual
53948254,3,Conceptual
49882043,2,Debug
49819144,2,Debug
51984869,1,How-to
51498220,2,Debug
53976091,1,How-to
48598340,3,Conceptual
50122624,2,Debug
48994539,2,Debug
53483710,3,Conceptual
48806351,2,Debug
52221544,2,Debug
53436104,3,Conceptual
49034717,2,Debug
51834784,3,Conceptual
52804625,2,Debug
50584119,1,How-to
50887298,3,Conceptual
52566037,1,How-to
49539528,3,Conceptual
48203380,2,Debug
53609182,3,Conceptual
48482069,1,How-to
51277433,1,How-to
48225246,3,Conceptual
49559656,1,How-to
50690623,3,Conceptual
48342831,2,Debug
48214445,1,How-to
52757094,2,Debug
51663766,3,Conceptual
49928642,2,Debug
48680415,1,How-to
53516403,1,How-to
51229274,1,How-to
51393655,2,Debug
52339648,3,Conceptual
48281730,1,How-to
52864374,1,How-to
49174075,2,Debug
53935317,2,Debug
49943407,3,Conceptual
51392344,2,Debug
52567941,1,How-to
52120426,1,How-to
53164509,2,Debug
49506307,2,Debug
52590306,2,Debug
53521396,1,How-to
52300447,3,Conceptual
52709980,1,How-to
51262607,1,How-to
51191417,2,Debug
50839640,2,Debug
51994111,2,Debug
48111018,2,Debug
53887442,2,Debug
49312706,1,How-to
49078318,2,Debug
48814659,2,Debug
51711648,1,How-to
53805648,2,Debug
53521848,3,Conceptual
50631456,2,Debug
53671181,2,Debug
48177413,2,Debug
49812816,2,Debug
49876540,2,Debug
52050172,1,How-to
51340368,2,Debug
48949327,3,Conceptual
49979646,3,Conceptual
52481656,2,Debug
50945693,1,How-to
50356566,3,Conceptual
52189257,1,How-to
50831093,2,Debug
51089621,3,Conceptual
51623787,1,How-to
50934744,2,Debug
51776553,2,Debug
48997199,1,How-to
49375733,1,How-to
52721515,3,Conceptual
51792303,2,Debug
48179056,3,Conceptual
48842200,2,Debug
52571447,2,Debug
51770732,3,Conceptual
50128819,2,Debug
52743599,3,Conceptual
51800326,2,Debug
50927069,4,Architecture
50569262,2,Debug
53834701,1,How-to
49584158,2,Debug
50007841,3,Conceptual
51874414,3,Conceptual
53922707,1,How-to
51098329,2,Debug
52259585,2,Debug
53262926,1,How-to
52324635,2,Debug
52637611,1,How-to
49079183,3,Conceptual
52323955,2,Debug
48795143,1,How-to
51596953,2,Debug
51960313,1,How-to
52640036,2,Debug
52613571,2,Debug
52991992,3,Conceptual
49302216,3,Conceptual
53133773,1,How-to
48077110,3,Conceptual
50367451,2,Debug
51542248,2,Debug
49693409,2,Debug
52846960,3,Conceptual
50309488,2,Debug
51109887,2,Debug
53592838,2,Debug
48744398,2,Debug
50494263,3,Conceptual
51026188,2,Debug
49956342,1,How-to
50715851,1,How-to
48405149,2,Debug
49312355,1,How-to
53454588,2,Debug
53070678,2,Debug
48743163,2,Debug
48693701,2,Debug
48820365,1,How-to
51175502,2,Debug
48683452,2,Debug
51067542,2,Debug
49304074,1,How-to
52957594,2,Debug
48871984,2,Debug
51259191,2,Debug
50600750,3,Conceptual
53902434,3,Conceptual
49252500,1,How-to
53898709,2,Debug
49837143,1,How-to
52466216,2,Debug
48628279,1,How-to
53129308,2,Debug
49918742,2,Debug
48337468,2,Debug
53637421,2,Debug
52403943,2,Debug
50040164,1,How-to
52775887,1,How-to
52312687,2,Debug
48769377,1,How-to
50521450,2,Debug
50462057,3,Conceptual
48769123,2,Debug
51854162,3,Conceptual
50242606,1,How-to
49409004,2,Debug
48575271,1,How-to
52708887,2,Debug
52899230,1,How-to
53677123,1,How-to
48904565,3,Conceptual
48881143,1,How-to
51065570,3,Conceptual
49566054,2,Debug
48691233,3,Conceptual
51573496,2,Debug
50023279,2,Debug
48181302,3,Conceptual
52932283,2,Debug
53451509,1,How-to
51246956,2,Debug
48718875,1,How-to
51367142,1,How-to
52476171,1,How-to
50259555,2,Debug
49931408,1,How-to
53495521,3,Conceptual
51193950,2,Debug
52358301,2,Debug
50762489,2,Debug
48417831,2,Debug
52255532,1,How-to
49430228,2,Debug
51838580,1,How-to
49552510,2,Debug
50528973,3,Conceptual
48747975,2,Debug
51465527,2,Debug
52514483,1,How-to
48783519,1,How-to
52307943,3,Conceptual
51888667,1,How-to
50628036,1,How-to
53470870,2,Debug
48786047,1,How-to
50701565,3,Conceptual
53513634,1,How-to
50747388,3,Conceptual
50368075,3,Conceptual
49759752,2,Debug
50468430,2,Debug
50877758,3,Conceptual
50223940,2,Debug
50312239,2,Debug
51120910,3,Conceptual
50746697,1,How-to
49669226,2,Debug
49006791,3,Conceptual
53949042,2,Debug
50285124,2,Debug
52570790,2,Debug
50529145,3,Conceptual
51089389,1,How-to
51751659,2,Debug
52152054,1,How-to
53935518,3,Conceptual
52680029,2,Debug
53713815,2,Debug
53663484,2,Debug
48828657,2,Debug
49680698,2,Debug
50987879,2,Debug
53154992,2,Debug
50379494,3,Conceptual
53560060,1,How-to
52803398,2,Debug
50883222,3,Conceptual
49251853,3,Conceptual
50309421,2,Debug
51690382,1,How-to
52555225,1,How-to
49171712,1,How-to
52425012,2,Debug
53490310,3,Conceptual
53188491,2,Debug
52976684,3,Conceptual
50965542,2,Debug
52536154,3,Conceptual
50988401,3,Conceptual
52924212,2,Debug
51114859,1,How-to
53511563,2,Debug
49469400,1,How-to
53930461,3,Conceptual
50256207,2,Debug
48706333,2,Debug
51873800,1,How-to
48781201,3,Conceptual
50745282,2,Debug
51702063,3,Conceptual
50804764,1,How-to
51340715,2,Debug
49552691,1,How-to
49341234,2,Debug
53246254,2,Debug
51948924,2,Debug
48286538,2,Debug
48565563,2,Debug
53063492,3,Conceptual
48915299,2,Debug
53697302,2,Debug
51539163,2,Debug
50595881,3,Conceptual
49623946,3,Conceptual
52298621,2,Debug
50839907,1,How-to
48670709,1,How-to
53422248,2,Debug
51223189,3,Conceptual
49415792,2,Debug
50383650,2,Debug
53196356,2,Debug
53118104,2,Debug
52735708,1,How-to
53848430,1,How-to
53794111,2,Debug
49298359,2,Debug
51080103,2,Debug
49794699,1,How-to
53193015,1,How-to
53150935,2,Debug
50215354,2,Debug
49611942,2,Debug
49198889,2,Debug
48466667,2,Debug
52220290,1,How-to
51378195,2,Debug
48414032,1,How-to
51707004,1,How-to
52544802,3,Conceptual
53310832,1,How-to
53201579,1,How-to
49386476,1,How-to
48456621,1,How-to
53076092,2,Debug
51358972,2,Debug
49346472,3,Conceptual
50019957,1,How-to
49212493,2,Debug
49734911,3,Conceptual
52132668,1,How-to
50880248,2,Debug
48514254,1,How-to
50557472,2,Debug
51731342,2,Debug
49525923,3,Conceptual
48926624,1,How-to
52248875,3,Conceptual
53137965,2,Debug
53686291,3,Conceptual
53828942,3,Conceptual
48647824,2,Debug
48145027,2,Debug
52543538,3,Conceptual
51723463,1,How-to
52800740,3,Conceptual
49324383,1,How-to
48727393,1,How-to
48872566,1,How-to
51368584,4,Architecture
52919247,2,Debug
51285677,2,Debug
53479778,2,Debug
48568521,3,Conceptual
53782111,1,How-to
53133190,3,Conceptual
50433112,2,Debug
48432880,2,Debug
49240910,2,Debug
50408595,2,Debug
51958258,2,Debug
52581840,2,Debug
50166821,2,Debug
51455194,2,Debug
51803168,3,Conceptual
51861971,1,How-to
50074070,3,Conceptual
53757396,3,Conceptual
49257803,3,Conceptual
50515425,3,Conceptual
48291111,1,How-to
48909455,2,Debug
51535423,1,How-to
52312822,3,Conceptual
51705449,2,Debug
53273869,1,How-to
49077671,2,Debug
49170304,1,How-to
48753102,2,Debug
53815645,2,Debug
53469800,3,Conceptual
50670951,2,Debug
52025119,3,Conceptual
52258557,2,Debug
50455065,3,Conceptual
52631484,2,Debug
53416632,1,How-to
50211227,1,How-to
48460101,2,Debug
51384763,1,How-to
48377196,1,How-to
53883346,2,Debug
53764388,2,Debug
53730677,2,Debug
53777481,1,How-to
52513131,2,Debug
49673857,2,Debug
48504585,3,Conceptual
51600468,1,How-to
53218275,2,Debug
53236859,2,Debug
53732747,2,Debug
49476505,2,Debug
50246479,2,Debug
53146349,1,How-to
52204453,2,Debug
50437132,2,Debug
52332893,2,Debug
53125198,1,How-to
48780497,1,How-to
53082324,1,How-to
52822726,1,How-to
52484327,2,Debug
53177407,3,Conceptual
48565600,2,Debug
51186868,2,Debug
52262084,1,How-to
50600375,3,Conceptual
50494312,2,Debug
52215756,2,Debug
49053806,3,Conceptual
48467363,2,Debug
51105502,2,Debug
50462605,1,How-to
53614436,3,Conceptual
51264847,1,How-to
49738935,2,Debug
52125003,2,Debug
49407668,2,Debug
51750533,1,How-to
50394566,1,How-to
50516620,1,How-to
50038099,1,How-to
51117859,2,Debug
49350765,2,Debug
48765849,2,Debug
51346785,3,Conceptual
48320750,2,Debug
49921479,2,Debug
49443970,3,Conceptual
52217516,1,How-to
48115302,2,Debug
51715883,2,Debug
52006017,2,Debug
53581136,2,Debug
50430622,2,Debug
53506581,2,Debug
51355770,2,Debug
51924504,1,How-to
51198745,2,Debug
48486166,2,Debug
49407173,3,Conceptual
48460243,1,How-to
52822371,1,How-to
50092549,2,Debug
48909653,2,Debug
51401640,3,Conceptual
53748973,2,Debug
48830542,1,How-to
51586501,3,Conceptual
51518688,1,How-to
49452100,3,Conceptual
48589299,2,Debug
52087114,1,How-to
50103957,1,How-to
48353144,1,How-to
51782439,2,Debug
52281427,2,Debug
52833659,2,Debug
52846755,2,Debug
52759215,3,Conceptual
48317454,1,How-to
51961979,1,How-to
52459046,2,Debug
49699515,1,How-to
51955564,2,Debug
48139574,2,Debug
51668811,3,Conceptual
48218823,3,Conceptual
53531226,2,Debug
53359637,2,Debug
52534621,3,Conceptual
48332285,3,Conceptual
48111102,2,Debug
53622876,2,Debug
51392040,2,Debug
52361763,1,How-to
48620608,2,Debug
53492059,2,Debug
51792926,2,Debug
50270232,1,How-to
49141887,2,Debug
50436892,1,How-to
52347979,2,Debug
49665304,2,Debug
51438043,3,Conceptual
49209252,1,How-to
50280620,3,Conceptual
48088104,2,Debug
49138941,2,Debug
52249756,2,Debug
53004696,2,Debug
50846300,2,Debug
49461049,2,Debug
49929821,1,How-to
49035644,2,Debug
51711761,2,Debug
52945483,2,Debug
50527887,3,Conceptual
50640444,1,How-to
50261760,2,Debug
53446331,2,Debug
52813320,2,Debug
53968249,2,Debug
48976023,3,Conceptual
53410665,3,Conceptual
48139033,3,Conceptual
53147373,3,Conceptual
50026021,1,How-to
48927302,1,How-to
50937230,2,Debug
52036241,2,Debug
50117615,2,Debug
53144570,2,Debug
52282093,1,How-to
53315143,3,Conceptual
51444493,1,How-to
50137524,2,Debug
53515346,1,How-to
50969239,1,How-to
49922365,2,Debug
52816670,2,Debug
51225226,2,Debug
53052332,3,Conceptual
53188663,3,Conceptual
50957022,1,How-to
48929849,1,How-to
49960234,2,Debug
51379415,3,Conceptual
49262993,1,How-to
49692128,2,Debug
48567396,1,How-to
50983406,2,Debug
51005652,1,How-to
52816275,1,How-to
51024254,1,How-to
48898047,2,Debug
50196611,1,How-to
51665213,1,How-to
49437284,2,Debug
53002709,2,Debug
52088505,1,How-to
52101394,2,Debug
48272285,1,How-to
49734064,1,How-to
49448492,1,How-to
52263950,2,Debug
50562503,2,Debug
51116722,1,How-to
51021669,4,Architecture
52601999,2,Debug
53518848,1,How-to
51376985,1,How-to
51388328,2,Debug
52436923,1,How-to
48558959,2,Debug
51625479,1,How-to
49175656,3,Conceptual
51199180,1,How-to
48349941,2,Debug
49227133,2,Debug
51989323,2,Debug
50000894,2,Debug
50201006,3,Conceptual
49071959,2,Debug
50557134,2,Debug
50053774,1,How-to
52715185,3,Conceptual
52649532,3,Conceptual
51909793,1,How-to
53161195,1,How-to
53011686,2,Debug
50515594,1,How-to
52156095,2,Debug
53705465,2,Debug
52465097,2,Debug
51012315,2,Debug
52840996,3,Conceptual
50767732,3,Conceptual
49144502,3,Conceptual
53752036,2,Debug
48166954,2,Debug
50325173,2,Debug
49670613,2,Debug
48817283,3,Conceptual
53559896,1,How-to
51985327,2,Debug
52942202,1,How-to
53962800,2,Debug
51139868,2,Debug
49944507,1,How-to
50998614,2,Debug
51896772,1,How-to
49827555,2,Debug
